Relevant,"RT @pinoyurbanist: Why it floods in Metro Manila. Simple. http://t.co/FaYGzEzx"
Relevant,"RT @venzie: Tandaan: Panandalian lang ang lunas na kaya ng #ReliefPH. Kailangan ng strategic program / reforms to prevent disasters and  ..."
Not Relevant,"Done marikina
Relevant,"RT @darwinbandoy: Manila should use this  #PHspeaksup Aqua Barrier - Large flood protection barrier used during Yorks flooding UK http:/ ..."
Relevant,"Sana hindi na maulit ang sakuna ni #habagat #reliefPH #PrayForThePhilippines"
Relevant,"Please follow @PDPLABAN  for updates on relief operations &amp; how you can help in your own little way. #reliefPH #bangonPilipinas"
Relevant,"Residents clean up muck-ridden Manila after floods - Times LIVE http://t.co/nuuJCngT"
Relevant,"RT @inquirerdotnet: RT @PAGASAFFWS: Notice from Angat Dam office: Please be alert and take necessary precautions. #floodsPH"
Relevant,"RT @johnamiel: Fulfilling day @DSWDserve #reliefPH #bangonPH   @ DSWD NROC http://t.co/a2LDXZqO"
Relevant,"RT @ANCALERTS: RT @Nikobaua Surfers distributing relief goods in Rizal with their long boards. @surfunited #reliefPH http://t.co/UVTFARMK"
Not Relevant,"ang jinet!!! namiss ko naman bigla si #habagat!"
Relevant,"RT @inquirerdotnet: RT @dost_pagasa: The next Severe Weather Bulletin will be issued at 11pm tonight. #floodsPH"
Relevant,"RT @TheSmartestDogs: Missing Dog Manila: Please Help Find a Lost Dog in this Iconic Flood Photo Named “Third” http://t.co/INfr5kv2 via @zite"
Not Relevant,"Join us today for special mass
Relevant,"RT @LPUManila: Volunteers are very much welcome for the #ReliefPH operations at the Mabini Hall. Please coordinate with COSeL and Tangha ..."
Not Relevant,"Di pa nakamove on mga nabaha from #habagat ngayon may bagyo nanaman (╥﹏╥)╯.╰"
Not Relevant,"EU
Not Relevant,"We need more goods
Relevant,"RT @PawLetsUK: Man during  floods in Manila moves dogs from roof of house to rescue boat.Courtesy of Helped by Animals... http://t.co/av ..."
Not Relevant,"Flood Management Masterplan ng DPWH sa Metro manila
Relevant,"RT @ANCALERTS: PAGASA 6pm advisory: YELLOW warning for Metro Manila. Moderate-heavy rains in next 3 hours. Possible floods in low-lying  ..."
Relevant,"RT @ANCALERTS: PAGASA 6pm advisory: YELLOW warning for Metro Manila. Moderate-heavy rains in next 3 hours. Possible floods in low-lying  ..."
Relevant,"RT @ANCALERTS: PAGASA 9pm advisory: YELLOW warning for Metro Manila. Moderate-heavy rains in next 3 hours. Floods possible."
Relevant,"RT @ANCALERTS: PAGASA 9pm advisory: YELLOW warning for Metro Manila. Moderate-heavy rains in next 3 hours. Floods possible."
Relevant,"Seeds of hope amidst Philippine floods: Rice that can survive underwater http://t.co/SNeN25Rb"
Relevant,"RT @ANCALERTS: PAGASA 11:10am advisory: YELLOW warning for Metro Manila. Moderate-heavy rains in next 3 hours. Floods possible."
Not Relevant,Tweet Text
Not Relevant,"HOY es nuestro dia @Maria_21_music  #nerea #andres  #diego #gonzalo #elena #jaime #sergio #pablo #anxo"
Not Relevant,"Yeahh yeahh esa jenga @alejandroalija @Telarera #tocayo #pablo http://t.co/peCCcDlq"
Not Relevant,"a Mãe do meu amigo #Pablo. morreu :( ta muito tenso o clima..."
Not Relevant,"Madrinas y apadrinados #SantaCecilia2012 @Carmen_Oboe @juanandres2307 #Pablo http://t.co/q92sofna"
Not Relevant,"11-26-12 | E-Games Attendant | Chada Bingo House | Cagayan de Oro http://t.co/aepte8Im #CDO"
Not Relevant,"#el #cumpleaños #de #pablo #escobar #my #dad #birthday #celebration 😀 http://t.co/R5O7L48h"
Not Relevant,"St Scholastica's College
Not Relevant,"RT @weevo #dynamic #designed #QRCode for #CDO #Expandere #Italy | #QR http://t.co/Bkq90a59 http://t.co/XhJONS5H"
Not Relevant,"En el curso de primeros auxilios con @mvallvey @Tore_Baza95 @drecouvreur #alvaro y #pablo"
Not Relevant,"Que grandes @emaemail27 @Ciropee #pablo http://t.co/HWwvlJWH"
Not Relevant,"RT @ChandlerGalt: Why CIOs May Morph Into the Chief Digital Officer http://t.co/RtVdo8Nz H/T @TylerBParsons #CIO #CTO #CDO"
Not Relevant,"#pablo
Not Relevant,"Quiero que #Clemente le diga lo que le dijo la vieja de #Pablo y #Augusto a #Loli y que despues se muera."
Not Relevant,"RT @JaviiBaezaMarti #CosasQueNoOlvidareDel2012 a @GarciaClaudia13 @JJ_lucia_RM @Kissa_versets #Pablo
Not Relevant,"RT @jcordon5: Esperan su oportunidad en el banco @S_Talavante @adriwrc92 @jcordon5 #pablo y #david"
Not Relevant,"Haoraa #pablo hee vailariim !! :p"
Not Relevant,"RT @ZaniniGermano: #Forgreen LIfe.Il mio plauso a Bernhard SCHOLZ presidente#CDO.Al centro delle#imprese moderne?La PASSIONE delle PERSO ..."
Not Relevant,"Je viens de voir la #PP de #Pablo ! En Mode Terroriste Gucci !"
Relevant,"We're tracking Typhoon #Bopha as it heads towards the #Philippines.  #WCPFC starts on Sunday and will be discussing #tuan and #sharks"
Not Relevant,"After conquering those 21 rapids
Relevant,"[NEWS] Typhoon Bopha is forecast to strike the Philippines at about 15:00 GMT on 4 ... - Reuters AlertNet (blog) | R... http://t.co/UjUK7RGL"
Not Relevant,"RT @AlagadNiSenyora: “@24_Oras: Typhoon Bopha
Not Relevant,"RT @Alice_Olsen: Con @aranchaaguado #Javi  @AlvaroCortes20 #Ali #pablo #Nacho @MartaFedzHervas @alex_lopez_99 y @JuliaMoralesM armandola ..."
Relevant,"Wag nmn sana tumuloy ung bagyong c #pablo wag sirain ang pasko pls lng ha."
Not Relevant,"#Pablo no quita el maldito aire que me esta soplando en la cara
Relevant,"#Weather Update: Visayas will be greatly affected by Typhoon Bopha(TY Pablo). It might make landfall over Bohol on Tuesday |via @seph_ubalde"
Relevant,"The Watchers - Tropical Storm Bopha upgraded to typhoon http://t.co/VB8TNzyC via @TheWatchers_"
Not Relevant,"RT @ClimaMundial: via @sijoroma: Ciclón activo: Tifón #Bopha
Not Relevant,"RT @jorgegb21: A echar un tute para pasar la noche con @AlejandroAvils @DanielAbelGT8 y #pablo http://t.co/ihIWOwRf"
Relevant,"Expected track of Typhoon Bopha in the next 24-72 hrs. Will be a Category 4 storm in 48hrs and in the PAR in 72hrs. http://t.co/qRrnhnHb"
Not Relevant,"RT @DavaoToday: http://t.co/KJUzhbu4's @exel662003 @adlopez46 covers #Manilakbayan
Relevant,"Another typhoon named internationally as  #BOPHA will hit #Southern #Mindanao. It will be named #Pablo in RP. Oh noooooes!!"
Relevant,"RT @dost_pagasa: Typhoon BOPHA Satellite image as of 01/DEC/12 06:30PM http://t.co/TEjX5fxY"
Not Relevant,"RT @kevinhenao3: Real#pablo escobar!! 😉 http://t.co/lZfFctze"
Relevant,"RT @dost_pagasa: Typhoon BOPHA Satellite image as of 01/DEC/12 07:30PM http://t.co/SITTaEUO"
Not Relevant,"Con #pablo a león :D"
Not Relevant,"Asi nos lo montamos @FeerAnton @Danii8Lopez #Alvaro #Pablo http://t.co/F0eYQyry"
Relevant,"Disturbing news: Typhoon Pablo will make landfall in Mindanao. Ulan pud dha sa ato @medic_85 ? Waaahhhh"
Relevant,"Typhoon Bopha is about 310 km east of the Phil Area of Responsibility moving at 26kph. Should be within PAR by dinnertime. #centennialatfest"
Relevant,"Sunny Sunday. ♥ we're hoping typhoon Pablo won't hit our shores."
Not Relevant,"RT @ANCALERTS Typhoon “Bopha” is forecasted to make landfall in eastern part of Visayas
Not Relevant,"RT @tjmanotoc: Typhoon Pablo to hit PHILIPPINES on Tuesday
Relevant,"RT @PinoyWeather: WEATHER:  JTWC estimated that Typhoon Bopha may make landfall in the vicinity of Butuan and Surigao."
Relevant,"#ityphoonapp forecast track of super typhoon Bopha. It's boy scout time.  http://t.co/3gWpfC9R http://t.co/CA8AGMWT http://t.co/MY2mtirk"
Not Relevant,"via @sijoroma: Ojo del Tifón #Bopha gracias al Satelite Terra HD
Not Relevant,"http://t.co/E2URrfLE and the Bukidnon Bloggers @bukidnonblogger will post updates re: Typhoon #Pablo - let's be prepared
Not Relevant,"RT @govph: For the latest updates on #pabloPH
Relevant,"RT @GEGNewsRadio: Take note that Sendong was a tropical storm. #PabloPH is a typhoon. Keep safe."
Relevant,"RT @ABSCBNNews: PAGASA: Typhoon Bopha may hit Northern Mindanao on Tuesday."
Relevant,"According to news #PabloPH is 3x stronger than Sendong! :( #bopha I hope everyone is prepared."
Relevant,"“@kylegalvezz: PAGASA: Typhoon Bopha expected to bring rains to Metro Manila on Thursday. No...”"
Relevant,"Happy Rubadabango Day is Trending lol madami naglalaba ngayon padating na kasi si Typhoon Pablo."
Not Relevant,"After making landfall
Not Relevant,"RT @mindanaoan: Anybody in Butuan and Surigao? Kindly tweet updates re #PabloPH preps in your area. In CDO
Relevant,"Let's be prepared! RT @jeffcanoy: (Typhoon) Pablo is expected to be stronger than Sendong."
Relevant,"@ABSCBNChannel2: Typhoon Pablo latest track http://t.co/O1oPhfsx"
Relevant,"Praying that typhoon Bopha will change its course and not make a direct hit in any of the islands. We do not... http://t.co/xU9LHkEB"
Relevant,"RT @ABSCBNBreaking: Typhoon 'Bopha' stronger than 'Sendong' - PAGASA http://t.co/4U3E6UkO"
Not Relevant,"RT @ANCALERTS: Typhoon Bopha will bring heavy-intense rains (20-30mm). PAGASA: Maghanda
Not Relevant,"CDO's LGU is busy prepping for Typhoon Pablo (Bopha)
Relevant,"RT @ABSCBNNews: Typhoon 'Bopha' stronger than 'Sendong' - PAGASA http://t.co/QeN04cxu"
Relevant,"RT @ABSCBNNews: Typhoon 'Bopha' stronger than 'Sendong' - PAGASA http://t.co/gsP2u00V"
Relevant,"RT @jvejercito: Praying that typhoon Bopha will change its course and not make a direct hit in any of the islands. We do not... http:/ ..."
Relevant,"RT @dprincessmaja: @piacayetano: “@GetReadyPinas: Typhoon Bopha #PabloPH expected to enter PH tonight. #GetReadyPinas” - Be safe everyone!"
Relevant,"@ABSCBNBreaking: Typhoon 'Bopha' stronger than 'Sendong' - PAGASA http://t.co/MuT3V9Dz"
Relevant,"ComVal miners warned on typhoon; govt adopts #pabloPH hashtag: Disaster management officials on Sunday urged sma... http://t.co/xiv7HQYj"
Not Relevant,"Panira yung #PabloPH. Nakakainis
Relevant,"Nakakaloka ang parating na bagyong #PabloPH ingat po tayo lalo na mga taga mindanao!"
Not Relevant,"RT @govph: Summary: Press briefing by @NDRRMC_Opcen on #PabloPH
Not Relevant,"RT @ANCALERTS: Typhoon Bopha will head to Visayas on Wednesday
Not Relevant,"RT @focfashionmusic: Prep for Typhoon Bopha: Stock 'em canned goods&amp;water
Not Relevant,"RT @DZMMTeleRadyo: Pananalasa ng Typhoon Bopha
Relevant,"@OyyAhh: Typhoon Pablo is expected to be stronger than Typhoon Sendong. Keep safe everyone. Keep calm and pray. :) wala ulit pasok! :)))"
Relevant,"RT @JojoMalig: The Philippines had the most deaths caused by extreme-weather events last year. http://t.co/JKJxeX2U #PabloPH #Bopha"
Relevant,"RT @OyyAhh: Typhoon Pablo is expected to be stronger than Typhoon Sendong. Keep safe everyone. Keep calm and pray. :)"
Relevant,"Heads up! (Photo not mine) #PabloPH http://t.co/4y521PEq"
Relevant,"RT @dost_pagasa: Typhoon BOPHA Satellite image as of 02/DEC/12 02:30PM http://t.co/0DTU8Aiu"
Relevant,"RT @kuyakim_atienza: typhoon pablo is 700 kilometers wide RT @iamBOO12 @kuyakim_atienza kuya kim how big is typhoon pablo?"
Relevant,"RT @noynoyaquino: [Adm-02] Camera image of Typhoon Bopha as it gets near the Philippine Area of Responsibility ... http://t.co/TncrrizB"
Relevant,"“@OyyAhh: Typhoon Pablo is expected to be stronger than Typhoon Sendong. Keep safe everyone. Keep calm and pray. :)” !"
Relevant,"RT @rapplerdotcom: #PabloPH: Davao City gearing up for possible flooding and landslides (via @karlosmanlupig). How are you preparing for ..."
Relevant,"RT @ABSCBNNews: [UPDATED] Typhoon 'Bopha' stronger than 'Sendong' - PAGASA http://t.co/70UnNToC"
Not Relevant,"RT @inquirerdotnet: BREAKING: #PabloPH enters PH Area of Responsibility
Not Relevant,"NDRRMC: Incoming Typhoon Pablo may bring Sendong-like rains
Not Relevant,"RT @ANCALERTS: PAGASA: Typhoon Pablo at 900 km southeast of Hinatuan
Not Relevant,"#PabloPh Palubugin mo mga barko ng China"
Relevant,"RT @ABSCBNNews: Typhoon ‘Pablo’ enters Philippines http://t.co/XneyQzeF"
Relevant,"RT @dost_pagasa: Typhoon BOPHA Satellite image as of 02/DEC/12 06:30PM http://t.co/SAWUtWnO"
Relevant,"SUPER TYPHOON BOPHA (PABLO) UPDATE NUMBER 020 Issued: 7:00 PM PhT (10:00 GMT) Sunday 02 Dec 2012 Next Update:... http://t.co/C0df8dfw"
Not Relevant,"Palau
Not Relevant,"RT @dost_pagasa: At 8PM 02/DEC/2012: The eye of Typhoon PABLO was located at 870 km Southeast of Hinatuan
Relevant,"RT @maria_ressa: Keep this open for constant updates! LIVE: Typhoon Bopha / Pablo Updates http://t.co/qxR3f7sa via @rapplerdotcom"
Not Relevant,"RT @GetReadyPinas: When #PabloPH hits your location
Not Relevant,"The eye of Typhoon PABLO was located at 820 km Southeast of Hinatuan
Not Relevant,"in bukidnon
Relevant,"RT @dost_pagasa: Typhoon PABLO Satellite image as of 02/DEC/12 08:30PM http://t.co/O7dwgVY1"
Relevant,"RT @dost_pagasa: Typhoon PABLO Satellite image as of 02/DEC/12 08:30PM http://t.co/O7dwgVY1"
Not Relevant,"favorite hashtag in desperate and lazy times #walangpasok"
Not Relevant,"🙏 Whenever I'm afraid
Relevant,"RT @gmanews: When will #PabloPH hit Mindanao? Will it hit Metro Manila? These questions (and more) can be answered here: http://t.co/d3q ..."
Relevant,"@ABSCBNNews: Typhoon ‘Pablo’ enters Philippine area of responsibility http://t.co/jfwVt5E5 - Be safe everyone.."
Relevant,"RT @MatEick: #EU #Humanitarian #Aid ECHO monitoring #Typhoon #Bopha See latest flash report http://t.co/OoaNKUq3"
Not Relevant,"RT @dost_pagasa: At 10:00PM 02/DEC/2012
Relevant,"God bless those who will be and are hit by the typhoon Pablo."
Relevant,"RT @ABSCBNBreaking: Typhoon ‘Pablo’ enters Philippine area of responsibility http://t.co/yNSW5GbQ"
Not Relevant,"Pag-asa: At 10:00PM 02/DEC/2012
Not Relevant,"Praying for Phils.esp.those areas that will be affected by typhoon BOPHA.Pls.be prepared
Relevant,"RT @HUMNEWS: “@ANCALERTS #Typhoon #Pablo/ #Bopha now in #Philippines-expected 2bcome Super Storm after ravaging #SouthPacific http://t.c ..."
Relevant,"Follow PAGASA's tweets for more updates on typhoon pablo. http://t.co/mmmAmD5a"
Not Relevant,"RT @dost_pagasa: At 11:00PM 02/DEC/2012
Not Relevant,"RT @dost_pagasa: WEATHER BULLETIN #2 TROPICAL CYCLONE WARNING: TYPHOON “#Pabloph” (BOPHA) ISSUED AT 11:00 PM
Not Relevant,"@nhymyat87 Acasia
Relevant,"RT @interaksyon: ALERT | 'Pablo' likely to be the strongest typhoon to hit Philippines this year http://t.co/489AbAM0"
Relevant,"RT @DepEd_PH: FYI: Twitter hashtags to monitor: TS Pablo gen. updates: #PabloPH. Class suspensions: #walangpasok. Relief and rescue: #re ..."
Not Relevant,"RT @addusamahan: Ateneans
Relevant,"For all #PabloPH news stories and information log on to : http://t.co/IJOBYbDM @djstaana @Luchitweet @paolobediones @mykapalaran"
Relevant,"packing all my important docu on my @getFILED folder. Very handy and sturdy. Preparing for the storm tomorrow :( . #PabloPH"
Relevant,"RT @dost_pagasa: UPDATE ON  TYPHOON “PABLO”  (International Name: Typhoon Bopha)  Typhoon Bopha has entered the Philippine (cont) http:/ ..."
Not Relevant,"Con mi princesa @RatonaLa y mis niños #pablo y #juancarlos"
Relevant,"RT @JimCantore: Powerful #Bopha to strike island of Palau east of Philippines within 24 hours: http://t.co/mRMNvmrE  http://t.co/3PzLWByS"
Relevant,"“@govph: There is a big possibility that Metro Manila won't be hit or affected by #PabloPH | via @dost_pagasa”salamat naman!"
Not Relevant,"RT @ANCALERTS: Typhoon Bopha will head to Visayas on Wednesday
Relevant,"@renielbarroso ur right on that. Better safe than sorry po. :) #PabloPH"
Not Relevant,"At 3:00AM 03/DEC/2012
Not Relevant,"RT @gmanews: At 4AM
Relevant,"RT @dost_pagasa: Typhoon #PabloPh has slightly weakened as it moves West Northwestward"
Not Relevant,"RT @UnangHirit: NDRMCC
Not Relevant,"RT @solartvnews: DENR advises Mines and Geosciences Bureau
Not Relevant,"RT @rapplerdotcom: #WeatherAlert: Typhoon 'Pablo' closer
Not Relevant,"RT @AmorySB: Stay safe
Relevant,"RT @maria_ressa: LIVE: Typhoon Bopha / Pablo Updates http://t.co/qxR3f7sa via @rapplerdotcom"
Relevant,"RT @TheWatchers_: Typhoon Bopha moves toward Philippines http://t.co/8xpxemWg"
Not Relevant,"RT @DZMMTeleRadyo: Signal No. 3: Surigao del Sur
Not Relevant,"Signal No. 2: S. Leyte
Not Relevant,"hope i can come home early today should there be a heavy rainfall later. Either way
Relevant,"RT @ANCALERTS: #PabloPH Forecast track  http://t.co/bD7BGu9O"
Relevant,"PAG-ASA: Typhoon PABLO has maintained its strength and is now heading towards Surigao Provinces."
Relevant,"I will force my Mama and Ate's tomorrow not to go to work. They're very workaholic and can't afford to absent. Tsk. #Pablo"
Relevant,"Sana walang duty... #PabloPH"
Not Relevant,"RT @aleamse: 11:53 am.Heavy rain started on 11:53 at Siargao Island
Relevant,"Afternoon classes are caneled because of Typhoon Pablo.."
Not Relevant,"RT @meteomostoles: El tifón #BOPHA
Relevant,"RT @ANCALERTS: THIS JUST IN: Cagayan de Oro suspends classes in all levels. Preemptive evacuation starts 2pm. #PabloPH"
Relevant,"@rfulls_grace @chaster_babe @chanehj @chasterlee23 Typhoon Bopha heads towards Philippines http://t.co/Izul6u9C"
Relevant,"JGH from school-Dad'soffice. Cancelled ang afternoon classes dahil sa lintek na bagyo! -_- Please Lord! Wag madamay ang Mindanao. :( #Pablo"
Not Relevant,"RT @ninacorpuz: Pag-asa says Typhoon Pablo is not expected to get stronger
Relevant,"#PabloPH .....  Pwede ka ma stop ?!?!"
Relevant,"RT @YouScoopGMA: How are you preparing for #PabloPH?"
Relevant,"#PabloPH KATAKOT! ayaw ko pang mamatay gusto ko pang tumanda tsk tsk"
Not Relevant,"RT @vicmadz: #CDO Mayor Emano declared NO CLASSES AT ALL LEVELS this aft (Dec. 3) &amp; whole day tom(Dec. 4) source: Magnum Radio (12:1 ..."
Not Relevant,"#me #pablo #brothers #family #siblings #love #TagsForLikes #TFLers #instagood #tweegram #photooftheday #me # http://t.co/5tIzz6tY"
Relevant,"Kagay-anons on alert mode as we are bracing for the typhoon to hit the area tonight. #PabloPH"
Relevant,"@cdobloggers Thanks for info.. Our emergency team is monitoring the situ from here in HK.. Keep it coming. #PabloPH #CDO"
Not Relevant,"RT @DepEd_PH: Xavier University/Ateneo de Cagayan #walangpasok Tues.
Relevant,"RT @pcdspo: THIS JUST IN: Cagayan de Oro suspends classes in all levels. Preemptive evacuation starts 2pm. #PabloPH #walangpasok | via   ..."
Relevant,"Google gets ready to help PH prepare for #PabloPH through http://t.co/cMrwdclm http://t.co/Ykgxrwe5 | @tinaarceodumlao"
Relevant,"Preparing for typhoon Pablo. http://t.co/Hdehe7dQ"
Relevant,"Keep safe Davaoenos! #PabloPH is coming."
Relevant,"signal no. 2 sa #Bukidnon. walang lusot. even the bukid has threat. #pablo who are you?"
Not Relevant,"RT @WorldVisionPH: With typhoon Bopha (local name Pablo) now inside Philippine area of responsibility
Relevant,"RT @pusangkalye22: Super Typhoon Pablo now being felt in Mindanao.please take precautions.don't under-estimate this typhoon guys.Decembe ..."
Not Relevant,"#PabloPH  hoooy ! ang landi ! kung sino sino nalang tinitira mo ! ano to ? trip mo dre?"
Not Relevant,"RT @dost_pagasa: At 04:00PM 03/DEC/2012
Not Relevant,"RT @Shai_Eon_1D: Dear Typhoon Pablo
Not Relevant,"DSWD Field Offices nakaantabay sa dadaanan ng bagyong #PabloPH
Not Relevant,"RT @dost_pagasa: WEATHER BULLETIN #5 TROPICAL CYCLONE WARNING: TYPHOON “#pabloPH” (BOPHA) ISSUED AT 05:00 PM
Not Relevant,"RT @dost_pagasa: WEATHER BULLETIN #5 TROPICAL CYCLONE WARNING: TYPHOON “#pabloPH” (BOPHA) ISSUED AT 05:00 PM
Not Relevant,"RT @pcdspo: DSWD Field Offices nakaantabay sa dadaanan ng bagyong #PabloPH
Relevant,"RT @ABSCBNNews: NDRRMC: #PabloPH not necessarily thrice the strength of Sendong. Let us not alarm the people."
Relevant,"#PabloPH Shut the **** up!"
Relevant,"RT @USLS_tweets: Negros Occidental is now Signal No. 1. #PabloPH #KeepSafe"
Not Relevant,"RT @dost_pagasa: At 05:00PM 03/DEC/2012
Relevant,"Mayor Rama declared no class tomorrow because of Typhoon Bopha (Pablo) #fb"
Relevant,"I pray for the people in surigao del sur . because of typhoon pablo"
Relevant,"It was predicted that the said Typhoon Pablo is more destructive than Sendong. But we have The Almighty God who'll spare us from harm. 👼🙏"
Relevant,"Mayati-an kos ka feeling older brother sakong little brother. Hahaha!! #pabloph #brotherlove http://t.co/iK6au9DV"
Not Relevant,"Photo: Mayati-an kos ka feeling older brother sakong little brother. Hahaha!! #pabloph #brotherlove http://t.co/uarrdnnQ"
Not Relevant,"RT @typhoonfury: Heavy squall lashing Koror right now
Not Relevant,"RT @dost_pagasa: At 05:00PM 03/DEC/2012
Relevant,"Godbless in VISMINPH as a super typhoon #PabloPH."
Relevant,"Kingina mo #pablo tagal bumagsak -____- Charge na din para sure :D mehe! :&gt;"
Relevant,"RT @dee_kosh Super Typhoon Pablo threatening to hit the Philippines - #PrayforthePhillipines"
Not Relevant,"Dear Lord
Not Relevant,"To my family and friends in Davao
Not Relevant,"RT @dost_pagasa: At 06:00PM 03/DEC/2012
Not Relevant,"RT @epalkabro: Dear Typhoon Pablo
Relevant,"RT @DepEd_PH: Classes in all levels in Cebu City will be suspended tom #PabloPH #walangpasok | via @tweenyisone @cebudailynews"
Relevant,"RT @ItsShowtime: #PabloPH ▬▬▬▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬▬▬▬ ✞✞✞ ✞ ＰＲＡＹ ＦＯＲ ＴＨＥ ＰＨＩＬＩＰＰＩＮＥＳ ✞✞✞✞  ▬▬▬▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬▬▬▬"
Not Relevant,"Watdapakkkk! :/ Di ba too Exaggerated ang mga news karon. Makakulba ngets. Imbis na ma Calk -
Relevant,"Typhoon Bopha heading for southern Philippines:        http://t.co/8QTUX4LA"
Relevant,"#News #Asia - Typhoon Bopha heading for southern Philippines: A powerful typhoon is bearing down on the southern... http://t.co/PfxdZSzh"
Relevant,"RT @MyDrummerGirl: Utang na loob sumama ka na lang kay Typhoon Pablo ;) Nakakahiya naman sa kagwapuhan mo :x @bridomingo"
Relevant,"RT @rapplerdotcom: USLS suspends Kinder to Elementary classes tomorrow due to typhoon Pablo. #PabloPH (via @USLS_tweets) #walangpasok"
Relevant,"Typhoon #Bopha due to arrive in the #Philippines http://t.co/cv1nmUGY #PabloPH"
Relevant,"RT @Mai_Rodrigz: @robertspeta Landfall expected in 8-10 hrs. in Northeastern Mindanao. Rains projected to be heavy-intense #PabloPH @sol ..."
Relevant,"Typhoon Bopha heads for southern Philippines http://t.co/e0dPK3qQ"
Relevant,"Typhoon Bopha  is currently heading W with 132 mph winds.  http://t.co/Rbm7YHvB"
Relevant,"Let’s pray that Pablo will not be the monster typhoon that we are bracing for"
Relevant,"Zero casualty please #PabloPH"
Relevant,"RT @nababaha: Location and track of typhoon Pablo. http://t.co/jkuJB9DY"
Not Relevant,"RT @dost_pagasa: At 08:00PM 03/DEC/2012
Relevant,"#PabloPH update: @WorldVisionPH in #MoisesPadilla Neg Occ. is closely monitoring with MDRMMC. Advisory on classes suspension is circulated."
Not Relevant,"God
Not Relevant,"RT @karlosmanlupig: Ateneo de Davao University suspends classes for pre-school
Relevant,"GoodNight! ♥ Sweet Dreams ;) Sleep Tight &amp; Sleep Well &gt;;D&lt; #LOVELOVELOVE #PRAY;* #Typhoon&gt;&lt; #NoClassTomorrow:bd"
Not Relevant,"RT @ANCALERTS: PAGASA: As of 9pm
Relevant,"RT @XUCSG: CITY HALL AND NTC HOTLINE (CDRRMC-City Hall Command Center) has activated Dial 888 hotline.#PabloPH"
Relevant,"Super typhoon Pablo! Keep safe guys!! #pray"
Not Relevant,"#Typhoon #Bopha course Praying for our family
Relevant,"Philippines: #Bopha/#Pablo storm signal no. 3 up over 13 areas http://t.co/383ImRzQ"
Not Relevant,"RT @OhGerald: Dear Typhoon Pablo
Not Relevant,"@YouScoopGMA Cdo ready 4 #Pablo. Panic buying lights
Relevant,"Typhoon Pablo is coming. Signal no.2 already. Please pray for Mindanao. It is the best way to help people in surviving this type of calamity"
Relevant,"RT @dost_pagasa: Press Conference at 11 PM Weather Update TY #PabloPH"
Not Relevant,"#typhoon
Not Relevant,"Anong meron at trending ka? @OnOnPerez #PabloPH =))) lol"
Not Relevant,"#PabloPH Watching 2012 Movie while waiting for Pablo."
Not Relevant,"11:55pm/Dec 3 | TYPHOON PABLO | Bagong Public Storm Warning Signals sa buong bansa
Relevant,"Disaster preparation. #PabloPH #typhoon #Dumaguete#City http://t.co/1e5dlVOM"
Relevant,"My prayers and thoughts go to our kababayans in VisMin. God will be there with you guys. #Pabloph"
Not Relevant,"RT @hannmhay: Our Saviour Jesus
Relevant,"RT @jeffcrisostomo: Nawa'y maging ligtas ang mga nasa Visayas at Mindanao mula sa pananalanta ng bagyo. #PabloPH"
Relevant,"Good m0rnyt na sa inyo. And pray for mindanao and visayas! #Pablo ano b? #Malingmali ka ng timing. Nyt"
Relevant,"RT @LSAbatch2010: Follow @dost_pagasa for a time to time update. RT! #StaySafe #PabloPH"
Not Relevant,"SEVERE WEATHER BULLETIN NUMBER SIX TROPICAL CYCLONE WARNING: TYPHOON “#PABLOPH” (BOPHA) ISSUED AT 11:00 PM
Relevant,"RT @koolkideco @@carlotherivera send us photos. Use the #pabloph hash tag. Stay safe! @iamrapidz (cont) http://t.co/ps6IlrJb"
Not Relevant,"Una presentación menos!! Adiós al agua de Coco! @elandresmartin  #pablo y #lucia ;-) http://t.co/XQogY8vM"
Not Relevant,"Hourly Updates on Typhoon PABLO  Time Coordinates Position 1:00 a.m.  04 December 2012 7.5°N
Relevant,"#reliefPH ops need road access. HELP report #roadsPH conditions to http://t.co/i46cE3kb &amp;view map http://t.co/IiXqG81u #rescuePH #PabloPH"
Not Relevant,"RT @mindanaoan: Typhoon #PabloPH updates for Bukidnon residents. Numbers to call
Relevant,"RT @ANCALERTS: 16 areas under signal no. 3 as Typhoon Pablo nears http://t.co/1yDn7Vkt #PabloPH"
Relevant,"Graphical projection of the possible track of Typhoon #PabloPH as its crosses through Northern Mindanao (CARAGA... http://t.co/2qdCJiit"
Not Relevant,"RT @CIMSS_Satellite: Category 5 Super Typhoon Bopha
Relevant,"RT @ANCALERTS: 16 areas under signal no. 3 as Typhoon Pablo nears http://t.co/1yDn7Vkt #PabloPH"
Not Relevant,"Class Suspensions Super Typhoon Pablo (December 4
Not Relevant,"RT @ANCALERTS: PAGASA: As of 2am
Relevant,"RT @weatherchannel: RT @twc_hurricane: Spectacular images of Super #Typhoon #Bopha from the Int'l Space Station via @NASAHurricane:  htt ..."
Relevant,"Winds equal to a category 5 hurricane. The imagery is frightening. --&gt; Super typhoon Bopha bears down on Philippines http://t.co/vGgWVhxM"
