Relevant,"Observe this horrible douchebag. RT @HenryMaltin  I swear if my clothes get wrecked from the flood. Im sueing calgary #pissed #hugoboss"
Relevant,"RT @sarahoffin: Photo by Erin Mielzynski: Canmore roads washed away #cougarcreek dangerously close to homes #globalyyc #abflood http://t.co…"
Not Relevant,"Airdrie BMX provincial is canceled. I have never seen that happen before
Relevant,"Convenience stores price gouging? There's a surprise. #yyc #yycflood"
Relevant,"@bpincott addresses the volunteers and staff at the Acadia Rec Centre #yyc #yyccc #yycflood http://t.co/0X0JzNa9mH"
Relevant,"calgary is pretty close to me praying for the people out there who have been affected by the flood.. crazy"
Relevant,"Strangers open homes to Calgary flood victims on Kijiji: As shocking photos of the damage done by flooding in... http://t.co/k9A7zbThwv"
Not Relevant,"@settinprecedent why do you care
Not Relevant,"RT @kidscbc: If you're stuck in the house today
Relevant,"RT @paul_dunphy: We're now hearing that the Saddledome  might be half-filled with water. #yyc #abflood"
Not Relevant,"RT @rap_unzel: Taking advantage of #yycflood http://t.co/XmIyPyKq3x"
Relevant,"Raw Video:  Downtown Calgary flooding | Global News Video http://t.co/rNgSH8kfpI via @sharethis"
Relevant,"Unnnno need fi stop bout go swim in this dutty water #abflood"
Relevant,"RT @rap_unzel: Taking advantage of #yycflood http://t.co/XmIyPyKq3x"
Not Relevant,"RT @mamapiderman: here's another business and chain to boycott
Not Relevant,"Flooding forces evacuation of downtown Calgary
Relevant,"“@WilliamShatner: My thoughts and prayers are with the flood victims in Calgary. MBB” #yyc #yycflood"
Not Relevant,"RT @tranbc_ftgeorge: RT @TranBC: If you're looking for info on the flooding in Alberta
Relevant,"Hearts &amp; thoughts with those impacted by flooding &amp; evacuations in Alberta. Be safe &amp; take care of one another!"
Relevant,"RT @RedCrossAB: Telus has made it even easier to donate. Text REDCROSS to 30333 to donate $5 in support of #ABfloods #yycflood"
Relevant,"RT @GlobalCalgary: We are live streaming a special Calgary edition of @GlobalNational right now - http://t.co/tjXEoTHOqP #yycflood #abflood"
Relevant,"RT @CBC_Carla: AMA tells me MOST people with flooded homes will not have insurance since flood insurance doesn't exist for homes in Canada #"
Relevant,"Pls RT 5:36 pm June 21 @LethbridgeCity: Whoop Up and Highway 3 remain open. #yql #abflood"
Relevant,"Hey @google maybe change today's doodle to show support for southern Alberta's emergency #abflood #yycflood http://t.co/T7OsnZRGKh"
Not Relevant,"RT @patstaron: When this is all said and done
Relevant,"RT @MadelnCanada: Smile. No matter how difficult the situation can be. #abflood http://t.co/7sLdFn1wWF&lt; #TeamCalgary ♥"
Relevant,"RT @cityofcalgary: South Fish Creek Recreation Complex reception centre is Full. #yyc #yycflood"
Not Relevant,"Riverbend &amp; Douglasdale
Relevant,"RT @DopeMarcJames: Quite devastating. Please stay safe to everyone affected by the flood in Calgary. #CalgaryStrong http://t.co/BrgydAWsjz"
Relevant,"i get all the donations and stuff to the #yyc flooding but majority of the people in Calgary who are affected are pretty well off"
Relevant,"@cbcian live in #calgary right now on #cbnn #yycflood. http://t.co/3J3ejDBvnF"
Relevant,"RT @Cdn_Puck_Girl: #Saddledome flood waters now up to row 14.  #yycflood #CalgaryFlames http://t.co/TmflatUEmz"
Relevant,"RT@Genevieves: Rogers/Fido customers: make a $5 donation to help those in the affected regions by texting “ABHELP” to 4664 #yycflood #rogers"
Relevant,"RT @JamesMoore_org: Prime Minister Harper surveying the damage in High River from overhead. #abflood #yycflood http://t.co/b7bfrIyEKX"
Relevant,"Gaucho Brazilian Barbecue hopes everybody is safe and we're wishing a fast recovery to the Alberta community who were affected by the flood."
Not Relevant,"RT @Daorcey: Please share: #yyc water still very safe to drink
Not Relevant,"Really thankful/blessed I don't live in a city where I'm woken up at 2 A.M. to see my backyard floating away. Stay safe
Relevant,"RT @cityofcalgary: Please RT widely @nenshi - The City asks that Calgarians LIMIT WATER USE as much as possible. Thank you. #yyc #yycflood"
Relevant,"RT @lburwash: Keep calm and @nenshi on. http://t.co/OdyvCTVGR6 / via @Jody_Robbins  #yycflood"
Relevant,"BLOG: Is #Alberta #flooding a sign of climate change? Asks @DavidSuzukiFDN http://t.co/sYNz1e4q1B via @huffpostalberta"
Relevant,"Thank you everyone who is out there effortlessly working immensely hard to protect us from the @AlbertaFlood #yycflood  #Alberta"
Relevant,"RT @visiglobal: Our hearts go out to those affected by the severe flooding in western Canada. Love and prayers to you from your entire Vísi…"
Relevant,"if anyone needs a place in the nw area i have a bed available for the next few days. #yycflood"
Not Relevant,"RT @YahooNews: Flooding kills 3
Relevant,"RT @antonio10jr: It'll take the @NHLFlames forever to empty the Saddledome with only one cup! BAHAHAHA! #YYCflood"
Relevant,"RT @SkipIsChris: Companies like @HomeDepotCanada need a wake up call. Please RT and help spread the word. #abflood #yycflood http://t.co/FX…"
Relevant,"@ROCKSTUDIO37 Calgary may be flooding. We are streaming live ! #floodisland #highground #albertaflood @TheNobleTheifs http://t.co/L8pAPHWBSm"
Relevant,"RT @FreeRider_B: @ArjayTaylor: I am in search of my Mother who was evac from #inglewood her name is Theresa Taylor 52yrs old. #yycflood p…"
Not Relevant,"RT @TSHowell: Price fixing is illegal under emergency act and individuals could be prosecuted
Relevant,"RT @KirstenWreggitt: RT @mookalicious: This pic of an awesome firefighter in Mission needs to go viral.  Please share! #abflood http://t.co…"
Not Relevant,"RT @Dean_Murdoch: And remember if you're goin out to buy emergency flood beers
Not Relevant,"RT @premierministre: Mille fois merci @calgarypolice
Relevant,"Collection of photos from the floods in southern Alberta. Wow: http://t.co/aAmO7luEIl"
Relevant,"RT @ChoiceZnewZ: Panorama of the Stampede grandstand from above http://t.co/h9sMS7pdt1 RT @TheIdeaFoundry #yycflood #abflood #yyc"
Relevant,"RT @BillBelsey: Please RT widely @nenshi - The City asks that Calgarians LIMIT WATER USE as much as possible. Thank you. #yyc #yycflood”"
Not Relevant,"Is it odd @pmharper gave props to the #cpc MP's in #YYC before locals like fire
Relevant,"Thousands flee flooding in western Canada: At least four people are feared dead in Canada’s Alberta Province a... http://t.co/SxcbUlDUGB"
Relevant,"RT @cityofcalgary: Please RT widely @nenshi - The City asks that Calgarians LIMIT WATE USE as much as possible. Thank you. #yyc #yycflood"
Relevant,"Don't know what to do during and after a flood? Here are some tips : http://t.co/CXvsoR7AM1 #yycflood"
Relevant,"RT @Cmdr_Hadfield: Floods are an unbridled misery. My heartfelt thoughts and wishes for a swift recovery to those battling the Alberta high…"
Relevant,"RT @Cmdr_Hadfield: Floods are an unbridled misery. My heartfelt thoughts and wishes for a swift recovery to those battling the Alberta high…"
Relevant,"RT @NateInVegas: I'll donate $1 (up to $500) for every retweet this gets to help someone affected by the flood in #Calgary #Canmore #High R…"
Relevant,"Calgary June 21 2013 #yycflood #Calgary Deerfoot Trail by Inglewood Golf course http://t.co/GH8kxRan2g"
Relevant,"RT @UCalgary: #UCalgary joins @cityofcalgary emergency reception centres for #yycflood support. We've opened 700 residence beds. http://t.c…"
Not Relevant,"Floods kill three
Relevant,"RT @schmutzie: Did you know that flood insurance doesn't exist in Canada? Text REDCROSS to 30333 to donate $5 in support of #ABfloods #yycf…"
Relevant,"RT @SnarkySteff: Had the wrong photo credit for that amazing fireman in the flood relief pic. It was @SUNLyleAspinall. #yycflood http://t.c…"
Not Relevant,"Floods kill 3
Relevant,"@nenshi - The City asks that Calgarians LIMIT WATER USE as much as possible. Thank you. #yyc #yycflood"
Not Relevant,"Flooding in Alberta Forces 75
Relevant,"RT @IAmJodiHughes: Great article from @weathernetwork about why we had so much rain: http://t.co/G84432rRxQ #ABflood"
Relevant,"RT @Cmdr_Hadfield: Floods are an unbridled misery. My heartfelt thoughts and wishes for a swift recovery to those battling the Alberta high…"
Relevant,"Wide Bow River Sunset #yycflood #calgarystrong @ Douglas Ridge Crescent Playground http://t.co/UwzFgMCcjp"
Not Relevant,"RT @EricFrancis: Best stat from #YYCflood is that 100
Not Relevant,"RT @GlobalParker: Wow...“@GlennStreet: Saddledome is flooded
Relevant,"Toronto Mayor Rob Ford offers support to flooded Calgary: As residents and officials deal with the flooding th... http://t.co/Uc5LQPc3AV"
Not Relevant,"Floods kill two
Relevant,"The Beauty of the Tragedy. #staysafe #yycflood #abflood #yyc #calgary #flood http://t.co/xyfXHjKCxO"
Not Relevant,"RT @Mookalicious: Ok Calgary
Relevant,"RT @MyPetGloat: Manitoba issues flood warning for The Pas. Saskatchewan River to rise as Alberta flood waters move east http://t.co/qfSQGZZ…"
Not Relevant,"RT @m_hollett: Heat wave in Alaska
Relevant,"RT @CgyCA: Power could be out in downtown #Calgary for days: http://t.co/srcBNAwVSl #abflood #yycflood #yyc"
Relevant,"RT @Real_Rodeo: Some prayers going out for the Calgary stampede. #flood #prayers"
Relevant,"Video: Evacuated Calgarians say flooding is worst they've seen | Watch the video - Yahoo! News Canada http://t.co/nhxljTHTfk"
Relevant,"RT @wfrisch: Going to be rough week on kids displaced from homes. Maybe movie theaters want to host some free kids movies? #yycfloods"
Not Relevant,"I know how to sandbag
Not Relevant,"Floods shut down Canada's oil capital
Not Relevant,"Saved by any means possible: Stunning flooding images around Calgary
Relevant,"Before and after #Calgary #yycflood http://t.co/rT1xM1FivX"
Relevant,"Canada: floods engulf downtown Calgary - euronews: euronewsCanada: floods engulf downtown CalgaryeuronewsFlash... http://t.co/fh2WXPA26d"
Relevant,"RT @cityofcalgary: Prefer to communicate by 'liking'. #yycflood updates on our Facebook page. https://t.co/gjiOcF1uTq #yyc"
Not Relevant,"RT @hasan73012: Samsung Galaxy S4 - Slim Armor Spigen Case Review http://t.co/qSI5cxNQpV #abflood #Vancouver #BlueJays #yycflood #Calgary #…"
Relevant,"@digiseb: Calgary hit by this :( - Deadly floods hit western Canada http://t.co/udJ39GuzJY"
Relevant,"#ableg #yycflood Extreme Weather Adds Up to Troubling Future http://t.co/X95lO3V75E Poor communities no support like in Calgary. They die."
Relevant,"Nature Sends a Message: Massive Flooding in Calgary.: The media makes no mention of human caus... http://t.co/RG0w8Dp3Iz #wellness #yoga"
Relevant,"Downtown Calgary evacuated as flooding takes turn for the worse http://t.co/2Xjet1KSVj"
Relevant,"RT @cenovus: Donating $1M to #abflood relief incl. $250K immediately to @redcrosscanada; will also work w/ other community partners in reco…"
Relevant,"RT @SarahRahmanMD: Ridiculously Photogenic Calgary Firefighter. #yyc #yycflood #abflood http://t.co/XrJ6fKRBTI"
Relevant,"RT @CBCCalgary: Rain floods Calgary landmarks http://t.co/uehYDZQIyA"
Relevant,"RT @MattX929: Saddledome filled about 9 rows up! Whoever got that pic- wow #yycflood http://t.co/CtThkmUc0Y"
Relevant,"RT @PaulBromby: RT @TPSChrisBoddy: Wishing our friends at @CalgaryPolice and other emergency service workers a safe weekend. #abflood #yycf…"
Relevant,"RT @GongshowGear: Thoughts and Prayers with all our friends in Calgary as they weather record floods - stay strong #alberta"
Relevant,"RT @vanrennenberg: A plaque along the oldman river in #lethbridge. Showing ~15 foot difference between June '95 and now #yql #ABFlood http:…"
Relevant,"RT @NateInVegas: I'll donate $1 (up to $500) for every retweet this gets to help someone affected by the flood in #Calgary #Canmore #High R…"
Relevant,"RT @DebraWard: #yyc gougher  MT @rsinghphoto Everyone should boycott @TravelodgeCa hotels!  #yycFlood #yycGreedy #ABFloods http://t.co/w4xV…"
Not Relevant,"Massive Flooding In Alberta Canada Forces 75
Relevant,"RT @AlbertaGrl: @LeighPatrick Has anyone priced a fruit tray lately? $60 is normal. #yycflood"
Not Relevant,"RT @RedCrossAB: @UnitedWayCgy this is incredible. Thank you so much for the support
Not Relevant,"RT @Sean_in_Calgary: At the Drop In Centre(4804 Ed. Tr. NE) they need socks
Relevant,"RT @AB_EmergAlert: High Water Level Alert Jun22 855AM Take necessary precautions. Vulcan County http://t.co/B6uO3E9qa7 #ABemerg #ABflood"
Relevant,"Swimming sensation Momo the cat escapes Alberta flood http://t.co/tgK8y3NuCU"
Not Relevant,"3 die in floods
Relevant,"RT @CBCAlerts: Almost 200K forced out of their homes in Alberta flooding  . 22 Alberta communities under states of emergency. #abflood"
Relevant,"RT @bebeasley: @markusoff: RT @lonnietaylor: The Ctrain tunnel coming into the core is underwater. #yycflood http://t.co/bp1P78D2mq Oh wo…"
Relevant,"“@660News: Evacuations WILL NOT be removed until flood waters recede: CEMA Director Bruce Burrell. #yyc #yycflood” .... #dammit"
Not Relevant,"RT @cityofcalgary: #yyc water quality is good. But
Relevant,"RT @ABPremierComms: .@Premier_Redford hugs an evacuated senior at the #yyc Fish Creek YMCA evacuation centre #abflood http://t.co/af3o6Q9IAh"
Not Relevant,"RT @TelegraphNews: At least three killed and 75
Relevant,"@SunNewsNetwork #Calgary #Flood Could Ionospheric Heaters Weather Warfare be responsible? http://t.co/5FyVypyAzy"
Not Relevant,"All Calgary Red Arrow trips are on schedule. If you choose to cancel or change your trip
Relevant,"At least three dead as Canada floods force large-scale Calgary evacuation - http://t.co/VqsJgBT3QA"
Relevant,"Wonderful photo “@clasicmac: Love this pic!!! Police keeping our streets safe overnight. #yycflood #abflood http://t.co/EqHwDc4mzG”"
Relevant,"RT @lethsnews: New Story: This. #yql #abflood http://t.co/06A5REyNzk"
Relevant,"Photo of Calgary #YYC courtesy Keri. #ABflood"
Relevant,"Alberta Flood: Rogers Donates $100K to Red Cross; Google Creates Crisis Maps http://t.co/9kqn1k7DOQ"
Not Relevant,"There are two groups working at the Emergency Operation Centre; one on re-entry plans
Relevant,"Wow &gt;&gt; “@GlobalCalgary: PHOTO: The damage inside the Saddledome:  http://t.co/J3KH3JJL3j #yycflood http://t.co/WUC5ffqf08”"
Relevant,"RT @GlobalCalgary: PHOTO: The damage inside the Saddledome:  http://t.co/Qo3LmWlIj8 #yycflood http://t.co/Z4I0MqOgub"
Relevant,"Floods in Canada:  downtown Calgary  partially evacuated http://t.co/8FhUtaDI9g 15"
Relevant,"RT @pmharper: Chatting with first responders in Calgary. Thank you all again for all your hard work. http://t.co/LM7qOVUYln #abflood #yycfl…"
Relevant,"Bowness by my house #ABFlood #Calgary #calgarystrong #WeAreCalgary #yycflood http://t.co/puyL4t4wqo"
Not Relevant,"Southern Alberta braces for rain amid flood warnings: At least 175
Relevant,"“@DonnaEmbretson: One more photo of Calgary during the flood yesterday. #CalgaryFlood #yycflood http://t.co/E3gxp0G2kd”. Oh no Hope u r well"
Relevant,"Twitter For First Response : Loyal2U - http://t.co/JyNR0kSRDu #KerryGeorge #abflood #yycflood"
Relevant,"Some neighbourhoods to re-open in #Calgary as flooding situation improves #ABflood #YYC  http://t.co/9SGeifwGiW"
Relevant,"Rise in flood claims tied to climate change http://t.co/PMxTrUu6lV #cdnpoli #abpoli #yyc 2010 article #abflood #yycflood"
Relevant,"MP @MichelleRempel announces federal Conservative Party Calgary convention next weekend is postponed due to #YYCfloods."
Relevant,"RT @RobertFife: Conservatives postpone next weekend's convention in Calgary because of flood waters #cdnpoli"
Relevant,"#GlobalWarming #FAIL RT “@LeighPatrick: Snake oil salesman &gt; RT“@HuffPostCanada: David Suzuki: Is #abflood a sign of climate change?”"
Relevant,"RT @abbassomji: City officials currently speaking to media. #ABflood #YYCflood"
Relevant,"RT @GlobalCalgary: PHOTO: The damage inside the Saddledome:  http://t.co/Qo3LmWlIj8 #yycflood http://t.co/Z4I0MqOgub"
Relevant,"Are there any organizations in #yyc that can use volunteers right now for #yycflood? People show up and we'd love to refer them to you."
Relevant,"We remain on-air covering #yycflood #abflood for one more hour. Incredible aerial pictures out of Bowness from Global 1 in the last hour."
Relevant,"RT @mandykorenowski: I am excited at the opportunity to learn how to have a 3 minute shower #ThinkPositive  #yycflood"
Relevant,"RT @ShopprsDrugMart: Donate your Shoppers Optimum Points at any SDM store to the Canadian Red Cross flood relief efforts in Alberta #abfloo…"
Relevant,"@PaulPabst  RT @jaymes: @MattBInYYC @alex_ruiz Not sure if either of you seem this one yet #yycflood #Flames http://t.co/FYKIYxVZkW””"
Relevant,"RT @PetRecoveryYYC: #yycflood LOST CAT - We were evacuated from our downtown condo Tootsi came with us but -can not be found. http://t.co/8…"
Relevant,"RT @CBCCalgary: Calgary downtown evacuation zone extended to 11th and 12th ave btwn 14th st to the West &amp; 17th st to the East. #ABFLOOD #YYC"
Not Relevant,"No special flood treatment for Stampede grounds
Relevant,"@UAHUNT please pray for all the victims of the southern Alberta flood. http://t.co/dS6jvd9vyH"
Relevant,"@anndecter @YWCACanada @YWCAofCalgary Thanks Ann. Response has been incredible.  #yycflood"
Relevant,"RT @CIAwesome: .@nenshi's got it covered #yyc. Great job @BadPortraits http://t.co/35VtX16ijQ #yycflood #abflood"
Relevant,"Banff Marathon and K100 both cancelled due to the flood situation in southern Alberta as runners rally to help in the flood effort"
Not Relevant,"RT @ARAMARKCalgary: Currently we are looking at our downtown core business being closed due to the #yycfloods until Wednesday
Not Relevant,"RT @paulbrandt: Thanks for your generosity! Text REACH to 45678 to give $10 to @builditforward
Relevant,"Canada floods: Three killed as waters threaten Calgary - BBC News http://t.co/OYLGVkLWtB"
Relevant,"Rain is pouring again... #abflood"
Relevant,"RT @CIAwesome: This Google Crisis Map gives a good overview of all the flood spots around the city http://t.co/Qzvx0f2bGj #yycflood #abflood"
Relevant,"Just saw a c-117 on approach for yyc. CAF #yycflood"
Relevant,"RT @redcrosscanada: We are accepting financial donations to assist people affected by flooding in Alberta: http://t.co/Xd9mbM2uj8 #abflood"
Relevant,"Photo blog post: #yycflood - A peacefully surreal walk around South Glenmore Park. Will share some indivs next. http://t.co/iMvR6nGyUQ #yyc"
Relevant,"RT @whogivesaknit: I think the rain is coming.... #yyc #yycflood"
Relevant,"RT @YYCFlood: UHaul Southern Alberta Offering 30 Day Storage for those affected http://t.co/jA17kM7z1N #yycflood #yyc"
Relevant,"RT @ETCanada: Celebs tweet their support to those affected by the Calgary floods including @WilliamShatner @HappyElishas http://t.co/IjZwe9…"
Relevant,"It is eerily quiet downtown. Only noises are water dripping and sirens #yycflood"
Relevant,"RT @clintupham: I can be in southern AB in 6 hours. Who needs an able bodied volunteer?  #yycflood #abflood #highriver"
Relevant,"RT @PGATOURCanada: .@GrahamDeLaet is donating $1k per birdie &amp; $2.5k per eagle this week to #ABFlood relief. #PGATOURCanada is proud to mat…"
Relevant,"RT @TheRoyGreenShow: Listen to a from the heart description of the flooding from Calgary resident Mae on http://t.co/XDs6Tq9pUq podcast. HR…"
Relevant,"Where getting the tail end of the flood in Alberta"
Relevant,"It's hard to look at the mess. Ready to dive in and start cleaning. @SunshineVillage @BLLTMedia #ABFlood http://t.co/XEpGGYqkM7"
Relevant,"RT @KYLEGARRETT: Mission is fully submerged. (Taken from Holy Cross Hospital rooftop).#YYCFlood #ABFlood #YYC http://t.co/JggfZDfQEl"
Relevant,"RT @CalgaryPolice: Useful answers to FAQ's #yycflood http://t.co/SuPeKzZOXc"
Relevant,"Good to be home. #nopower #yycflood"
Relevant,"King says NHL will do anything it can to accommodate schedules if necessary in light of flooding. #abflood #yycflood"
Relevant,"Wow. This is the vid I took on Prince's Island Thursday http://t.co/TOVa9LhmX3 - and now it's totally covered. #yyc #yycflood #NenshiOn"
Relevant,"It's all starting to feel so sad. RT @CalgaryPolice: Aerial photo of flooding at Prince's Island Park. #yycflood http://t.co/H9pFYom7nM"
Relevant,"@EricFrancis where did she deliver them? #yycflood"
Relevant,"RT @BrentToderian: The new normal with #ClimateChange: You're going to get wet. Frequency/intensity of storms. v.@aurbanist. #yycflood ht…"
Relevant,"Canada's oil capital to be shut for days after flooding http://t.co/YMc7GceUBx"
Relevant,"RT @CalgaryPolice: Aerial photo of flooding at the Calgary Stampede Grandstand. #yycflood http://t.co/mcxO9RekKQ"
Not Relevant,"RT @SeedyRoads: @Can_ada @SusanFelicity Did you see this? Interview: Saga of Momo the cat http://t.co/U5iuyJ3AMk #abflood"
Relevant,"RT @KrisArvi21: #WeAreCalgary “@blackpumahat: “@ampcalgary: Who else needs to see a pic like this today? :) #calgarystrong #yycflood http:/…"
Relevant,"http://t.co/uzjjSSGvYn #news Federal Tories delay Calgary convention due to floods - Toronto Sun http://t.co/d3wSwTBMsC"
Relevant,"Bow River at the weir looking west. #yycflood #yyc #calgary http://t.co/sMy5d5xnMZ"
Relevant,"RT @CalgaryPolice: The Cushing bridge connecting 17th Ave and Blackfoot Trail is now closed due to deteriorating conditions. #yycflood"
Relevant,"RT @CalgaryPolice: Aerial photo of flooding at the Calgary Stampede Grandstand. #yycflood http://t.co/mcxO9RekKQ"
Relevant,"RT @ArleneDickinson: For those of you on the Telus network who wish to donate pls Text REDCROSS to 30333 #yycflood"
Not Relevant,"Panorama of 1st Ave Macleod
Relevant,"RT @NHLFlames: Photos from inside the Scotiabank Saddledome ~ http://t.co/Zg0KMaLnCT #yycflood #yyc"
Relevant,"RT @godiam: #dickson #dam #abflood #reddeerriver #reddeer http://t.co/ZnwrzaDaUq"
Relevant,"RT @AnjuRestaurant: Please spread the word. All flood workers and emergency crew come get a hot meal. #yycflood #feedthepeople"
Relevant,"@ValFortney column: Once-cheerful High River transformed into ghost town http://t.co/51Ybtgx42E #yyc #yycflood http://t.co/XDOZbJzHxj"
Relevant,"RT @MHNMcCuaig: Latest pix of the flooded TC bridge construction berm-can't even tell it's there. #medhat #mhflood #abflood http://t.co/hO4…"
Relevant,"Severe flood submerges parts of Flames' arena: Two rivers converged on the western Canadian city of Calgary ov... http://t.co/jXdLE8Ip9n"
Relevant,"RT @NHLFlames: Flooding goes to row 8 in the Scotiabank Saddledome #yycflood #yyc http://t.co/ARd2yseLJO"
Not Relevant,"RT @AMurrayA: #yycflood http://t.co/eIUX42U0Fq"
Relevant,"We really have to stop and thank all of the amazing first responders in the province. @calgarypolice #yycfloods #albertafloods"
Relevant,"RT @cityofcalgary: Plz RT Public Schools (CBE &amp; Catholic) will be CLOSED on Monday. #yyc #yycflood"
Relevant,"RT @StephaniePelley: Well played @calgarystampede. #yycflood http://t.co/rR73W5eIrQ"
Relevant,"@cityofcalgary: Plz RT Public Schools (CBE &amp; Catholic) will be CLOSED on Monday. #yyc #yycflood @MariamAwara"
Not Relevant,"RT @ericaryder: Yup
Relevant,"RT @SchnockerLove: Dog found in #Bowness near C.O.P. no tags. Please call 403-288-2620 #yycflood http://t.co/1N8OKsVjCT"
Relevant,"RT @Mookalicious: The Calgary Stampede's answer to whether or not they will proceed this year?! #abflood http://t.co/OZFoudEjvY"
Relevant,"RT @LiseMerle: Never underestimate the power of Mother Nature. The TransCanada Highway at Canmore no longer exists. #abflood http://t.co/NH…"
Not Relevant,"@InglewoodYYC I was literally just telling my gf the same thing. #longhairdontcare #yycflood"
Relevant,"DTN Italy: Alberta braced for fresh flooding: More communities in the Canadian province of Alberta are on floo... http://t.co/m2s0tmCqIt"
Relevant,"RT @RedCrossAB: Looking to set up a fundraiser for Canadian Red Cross Alberta Flood Relief fund? http://t.co/EW67nV12kt"
Relevant,"RT @daxjustin: #yycflood #yycfloodhero @CanadianForces working hard to keep East @InglewoodYYC safe. http://t.co/fYrogCqsII via @philandseb"
Relevant,"RT @MacKinnonJeff: Berm being rebuilt at Redwood Meadows #abflood http://t.co/s13bHLKX0v"
Relevant,"RT @MagicalEarth: Swimming sensation Momo the cat escapes Alberta flood http://t.co/DR4iwDIkM3 #UniteBlue #Cats"
Relevant,"Thinking of family in these trying times. Much love to all x x x x  #yycflood"
Not Relevant,"And that was a bike path 15 minutes ago. #abflood #medicinehat @ Medicine Hat
Relevant,"RT @calstampeders: Tackling adversity and overcoming obstacles. People in our community sure know how to  Cowboy up #yycflood #abflood"
Relevant,"RT @jennxxoo: RT @terramichele17: The river is a rising in Drumheller.  Difference after 4 hours. #abflood http://t.co/sruGl5CPjC"
Relevant,"Stephen Ave E. absolutely no one here and nothing going on. #feellikeRickGrimes #yycflood #TheWalkingDead http://t.co/Obd8bd9SxZ"
Not Relevant,"RT @GlobalCalgary: ON SCENE: Power outage in #Banff
Relevant,"RT @calgaryherald: Here's our story on diploma exam situation: http://t.co/boAeKx2Uhy #yyc #yycflood"
Not Relevant,"RT @Crackmacs: 7th ave is vacant
Not Relevant,"RT @aldjohnmar: Calgary
Relevant,"RT @calgaryherald: RT @terramichele17: The river is a rising in Drumheller.  Difference after 4 hours. #abflood http://t.co/7r9siw94mU"
Relevant,"RT @Crackmacs: Pictures I took from around downtown #Calgary today http://t.co/9FNjfjhblt #yyc #yycflood - video coming shortly."
Relevant,"RT @hpliszka: #abflood hit #Siksika tremendously hard. Thx @1anhaga for link to powerful song &amp; photos The Ballad of Crowfoot http://t.co…"
Relevant,"RT @511Alberta: #Hwy36 is closed northbound at the town of #Vauxhall and southbound at Secondary #hwy530. #abflood #ABroads"
Relevant,"RT @banff_town: Lake Minnewanka dam has not failed. Pls see latest #banff info http://t.co/AKDaTL6LJY #abflood"
Not Relevant,"RT @yyclostdog: Plz RT: Two stolen Samoyeds. Reward for their return #yyc #yycflood #yycpets #lostdog @nenshi http://t.co/rqs48bO1xb"
Relevant,"I believe this is the golf course at Canadian Golf Academy. Driving Range and Lafarge in background. #yycflood http://t.co/K5N7Yd0X8e"
Relevant,"@nenshi good Job out there!! Hope you for some sleep!! Keep up the good work ☺☺ #yycflood"
Not Relevant,"RT @ENMAX: Power restored to more than 6
Not Relevant,"RT @psaulnier: Photos of #yycflood in Sandy Beach Park
Relevant,"RT @sandra_harris: Climate catastrophes like the Alberta floods have the potential to shatter political careers http://t.co/SkxChSjWWt via …"
Relevant,"511 Alberta Transportation Official Road Reports. #abflood  http://t.co/Q14KLuWt7D"
Relevant,"RT @joerogan: Sending out some love to all my friends in Calgary hit with these awful floods. I hope relief finds its way to you!"
Relevant,"RT @KyleTBBG: #abflood Medicine Hat is at the start of its share of the flooding.. Subscribe for updates.. http://t.co/2LcHsmQiOx"
Relevant,"We'll see... #yycflood #recovery #stampede http://t.co/8k2FSc9x9j"
Relevant,"RT @jacktodd46: Why is it that we respond generously to disasters like the Alberta floods - but refuse to deal with the climate change that…"
Not Relevant,"RT @afreedma: As Calgary copes w/ record flooding
Relevant,"Update on flooding response in Alberta http://t.co/RZjqRmIZji @redcrosscanada"
Not Relevant,"RT @bruce_arthur: Holy cow
Relevant,"RT @rsinghphoto: Everyone should boycott @TravelodgeCa hotels! #yycgreedy #abflood http://t.co/0XdF6tcW1b"
Relevant,"RT @LandGail: Let's take time to say thank you #abflood #yycflood #yychelps http://t.co/Cv0lytdhYF"
Relevant,"Great resource for the latest #YYCFlood information from The City of Calgary ~ pass it on!... http://t.co/zphHuM87pU"
Relevant,"RT @dinnerwithjulie: Water definitely receding in Inglewood. Good news! #yycflood http://t.co/yWi7Nt7TTS"
Not Relevant,"Benevity Creates Southern Alberta Flood Relief Fund on The Need Is Now!
Not Relevant,"RT @yyclostdog: Plz RT: Two stolen Samoyeds. Reward for their return #yyc #yycflood #yycpets #lostdog @nenshi http://t.co/rqs48bO1xb"
Not Relevant,"Alberta flood zone development was a mistake
Relevant,"RT @Jesse_Johnston: @660News @News1130radio Behind the scenes look at emergency ops centre. #yycflood #abflood http://t.co/NUyFO9tWRD"
Relevant,"Our thoughts are with all those affected by the #abflood.  Thanks to all the amazing volunteers and first responders keeping our city safe!"
Relevant,"Man yelled thank you! to military truck as we passed.  #yycflood"
Relevant,"RT @cityfrancis: Chinatown biz owners are pumping out basements #yycflood"
Relevant,"RT @mikedmonton: Water about to crest over Bassano Dam #abflood #mhflood https://t.co/2dEBYw3kQX"
Relevant,"Interesting story and amazing coordination. Amazing job all! @calgarytransit @RouteAhead http://t.co/O79FCYZR9G   #yyc #yycflood #yyctransit"
Relevant,"Can't even imagine how brutal the flood is in Calgary"
Not Relevant,"RT @KyleMacQuarrie: This is how you sell ice. #yycflood #yyc http://t.co/JsL5iihSGI"
